id,playtime_forever,is_free,price,genres,categories,tags,purchase_date,release_date,total_positive_reviews,total_negative_reviews
13,20.566666666666666,False,3300.0,"Action,Adventure,Indie,RPG","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Action,Multiplayer,Adventure,Rogue-like,Co-op,RPG,Local Co-Op,Indie,Dungeon Crawler,2D,Beat 'em up,Rogue-lite,Replay Value,Hack and Slash,Difficult,Side Scroller,Loot,Action RPG,Pixel Graphics,Singleplayer","Oct 9, 2016","31 Aug, 2016",9659.0,1058.0
14,0.6333333333333333,False,5700.0,"Action,Casual,Indie,Simulation","Single-player,Local Multi-Player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Local Co-Op,Local Multiplayer,Co-op,Multiplayer,Family Friendly,4 Player Local,Casual,Funny,Co-op Campaign,Indie,Simulation,Action,Singleplayer,Cute,Colorful,Difficult,Great Soundtrack,Split Screen,Adventure,Memes","Jun 13, 2018","3 Aug, 2016",5871.0,551.0
15,0.016666666666666666,True,0.0,"Adventure,Simulation,Strategy","Single-player,Multi-player,Co-op,Valve Anti-Cheat enabled,Stats,Steam Leaderboards","Space,Simulation,Free to Play,Multiplayer,Online Co-Op,Funny,Strategy,Adventure,Open World,Memes,Walking Simulator,Co-op,Sandbox,Realistic,Comedy,Third Person,Massively Multiplayer,Singleplayer,First-Person,Puzzle","Sep 16, 2017","6 Jul, 2010",167.0,30.0
16,3.3,False,6800.0,"Action,Adventure,Indie,RPG","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","RPG,Action RPG,Hack and Slash,Co-op,Dungeon Crawler,Loot,Fantasy,Online Co-Op,Multiplayer,Action,Adventure,Singleplayer,Indie,Moddable,Character Customization,Isometric,Replay Value,Steampunk,Atmospheric,Cartoon","Jan 13, 2018","20 Sep, 2012",21566.0,1289.0
17,0.0,False,11200.0,"Indie,Simulation","Single-player,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud","Space,Simulation,Sandbox,Physics,Science,Space Sim,Building,Moddable,Indie,Education,Open World,Singleplayer,Exploration,Funny,Sci-fi,Adventure,Difficult,Replay Value,Strategy,Comedy","May 30, 2019","27 Apr, 2015",43103.0,4042.0
18,0.0,False,11200.0,"Simulation,Strategy","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Space,Strategy,Grand Strategy,Sci-fi,4X,Real-Time with Pause,Exploration,Multiplayer,RTS,Singleplayer,Replay Value,Great Soundtrack,Simulation,Moddable,Sandbox,Atmospheric,Open World,Story Rich,Building,Adventure","Feb 18, 2018","9 May, 2016",30934.0,7777.0
19,0.0,False,3600.0,"Indie,Simulation,Strategy","Single-player,Multi-player,Steam Achievements,Steam Trading Cards,Steam Workshop","Strategy,Indie,Simulation,Space,Sci-fi,Moddable,Great Soundtrack","Dec 21, 2018","16 Apr, 2015",74.0,115.0
20,0.16666666666666666,False,6800.0,Racing,"Single-player,Multi-player,Steam Achievements,Partial Controller Support,Steam Cloud","Racing,Offroad,Motocross,Multiplayer,Sports,Singleplayer,Open World,Motorbike,ATV,Action,Simulation,Bikes,Moddable,Arcade","Jan 30, 2018","26 Nov, 2010",1122.0,248.0
21,1.6166666666666667,False,8800.0,"RPG,Strategy","Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud","Strategy,4X,Turn-Based,Turn-Based Strategy,Fantasy,Hex Grid,Multiplayer,Singleplayer,Great Soundtrack,RPG,Sci-fi,Indie,Tactical,Adventure,Grand Strategy,Medieval,Atmospheric,Open World,Exploration,Sandbox","Nov 28, 2016","18 Sep, 2014",8406.0,1780.0
22,0.0,False,8800.0,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Atmospheric,Psychological,Story Rich,Female Protagonist,Mythology,Singleplayer,Dark,Adventure,Third Person,Horror,Dark Fantasy,Action,Violent,Indie,Hack and Slash,Walking Simulator,Fantasy,Action-Adventure,Realistic,Blood","May 16, 2018","7 Aug, 2017",20437.0,1847.0
23,0.05,True,0.0,"Casual,Indie","Single-player,Full controller support","Casual,Indie,VR,Free to Play","Nov 19, 2017","3 Jun, 2016",2.0,0.0
24,0.0,False,12900.0,Strategy,"Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop,Steam Cloud","Strategy,Space,Sci-fi,4X,Multiplayer,Turn-Based Strategy,Turn-Based,Grand Strategy,Great Soundtrack,Singleplayer,Action,Open World,War,Atmospheric,Moddable,Co-op,Sandbox,RTS,RPG,Indie","Apr 2, 2019","18 May, 2017",6812.0,1458.0
25,0.0,False,9900.0,RPG,Single-player,"RPG,Sci-fi,Story Rich,Third-Person Shooter,Action,Space,Singleplayer,Great Soundtrack,Adventure,Choices Matter,Cinematic,Masterpiece,Third Person,Shooter,Romance,Character Customization,Female Protagonist,Atmospheric,Action RPG,Real-Time with Pause","May 9, 2018","28 Jan, 2010",9566.0,517.0
26,0.21666666666666667,False,1500.0,"Adventure,Indie,RPG,Simulation","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Choices Matter,Medieval,Card Game,Indie,Choose Your Own Adventure,Singleplayer,RPG,Adventure,Simulation,Strategy,Casual,Comedy,Dark Humor,Fantasy,Story Rich,Funny,2D,Great Soundtrack,Difficult,Touch-Friendly","Dec 9, 2017","11 Aug, 2016",5001.0,597.0
27,0.0,False,4800.0,Adventure,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Commentary available","Adventure,Point & Click,Classic,Comedy,Story Rich,Noir,Cult Classic,Great Soundtrack,Singleplayer,Remake,Puzzle,Atmospheric,Retro,Funny,Masterpiece,Dark Humor,1990's,Third Person,Indie,Difficult","Jun 27, 2019","26 Jan, 2015",3457.0,372.0
28,0.0,False,4800.0,"Indie,Simulation,Strategy","Single-player,Multi-player,Steam Trading Cards","Strategy,Simulation,Indie,Sci-fi,Space,2D,Sandbox,Building,Singleplayer,Moddable,Multiplayer","Dec 21, 2018","16 Nov, 2009",329.0,73.0
29,4.216666666666667,False,6800.0,"Action,Indie","Single-player,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Remote Play on TV","Difficult,Cartoon,Great Soundtrack,Platformer,Co-op,Hand-drawn,2D,Local Co-Op,Retro,Indie,Cartoony,Action,Bullet Hell,Multiplayer,Shoot 'Em Up,Side Scroller,Colorful,Singleplayer,Funny,Atmospheric","Oct 2, 2017","29 Sep, 2017",36322.0,1542.0
30,4.266666666666667,False,6800.0,"Adventure,RPG,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Captions available,Steam Cloud","RPG,Story Rich,Classic,Party-Based RPG,Dark Fantasy,Isometric,CRPG,Adventure,Choices Matter,Fantasy,Atmospheric,Singleplayer,Great Soundtrack,Strategy,Masterpiece,Dungeons & Dragons,Tactical RPG,Philisophical,Cult Classic,Real-Time with Pause","Dec 10, 2017","11 Apr, 2017",1270.0,73.0
31,4.333333333333333,False,7000.0,"Action,Adventure,Indie,RPG","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Rogue-lite,Pixel Graphics,Rogue-like,RPG,Multiplayer,Action,Indie,Co-op,Funny,Early Access,Adventure,Stealth,Local Co-Op,Great Soundtrack,2D,Procedural Generation,Online Co-Op,Violent,Gore,Shooter","Mar 18, 2018","12 Jul, 2019",4640.0,212.0
32,2.1,False,7000.0,"Casual,Simulation,Sports","Single-player,Online Multi-Player","Sports,Tennis,Simulation,Casual,VR","Feb 28, 2018","22 Sep, 2016",1107.0,64.0
33,0.9166666666666666,False,4300.0,"Indie,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Programming,Simulation,Education,Puzzle,Building,Sandbox,Science,Indie,Investigation,Underground,Dynamic Narration,Transhumanism,Intentionally Awkward Controls,Cats","Jul 2, 2018","17 Jan, 2019",1887.0,179.0
34,0.0,False,4000.0,"Indie,Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,Simulation,Choices Matter,Multiple Endings,Strategy,Pixel Graphics,Nudity,2D,Singleplayer,Funny,Sexual Content,Story Rich,Dystopian,Horror,Puzzle,Mature,Dark Humor,Atmospheric,Resource Management","Oct 23, 2018","23 Oct, 2018",1663.0,153.0
35,2.85,False,9500.0,"Action,Adventure","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Cloud,Stats,Steam Leaderboards","Story Rich,Third-Person Shooter,Action,Atmospheric,Psychological,Singleplayer,Third Person,War,Shooter,Dark,Multiplayer,Adventure,Emotional,Political,Military,Mature,Great Soundtrack,Masterpiece,Based On A Novel,Post-apocalyptic","Mar 17, 2017","28 Jun, 2012",17071.0,1218.0
36,56.666666666666664,False,12900.0,"Action,Adventure,Massively Multiplayer,RPG,Simulation,Strategy","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop","Survival,Open World,Building,Crafting,Nudity,Multiplayer,Sandbox,RPG,Massively Multiplayer,Action,Violent,Adventure,Exploration,Online Co-Op,Gore,PvP,Co-op,Singleplayer,Fantasy,Early Access","Dec 8, 2017","8 May, 2018",18644.0,7748.0
37,0.0,False,10000.0,Simulation,"Single-player,Steam Achievements,Steam Workshop","Simulation,Management,Economy,Trains,Strategy,Building,Singleplayer,Sandbox,City Builder,Open World,Moddable,Realistic,Resource Management,Transportation,Driving,Indie,Flight,Relaxing,Adventure,Multiplayer","Jun 27, 2019","8 Nov, 2016",4328.0,1223.0
38,4.516666666666667,False,4800.0,"Action,Adventure,Indie,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Horror,Survival,Survival Horror,Atmospheric,Top-Down,Dark,Indie,RPG,Open World,Adventure,Lovecraftian,Exploration,Singleplayer,Action,Crafting,Rogue-like,Inventory Management,Building,Gore,Psychological Horror","Nov 28, 2017","17 Aug, 2017",4109.0,253.0
39,3.0833333333333335,False,4800.0,"Action,Adventure,Casual,Indie","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor,Remote Play on Phone,Remote Play on Tablet,Remote Play on TV","Comedy,Co-op,Funny,Platformer,Multiplayer,Local Co-Op,Adventure,Indie,2D,Action,Great Soundtrack,Cats,Online Co-Op,Puzzle,Casual,Level Editor,Local Multiplayer,Masterpiece,Singleplayer,Difficult","Nov 22, 2016","15 May, 2014",36408.0,1063.0
40,0.0,False,6800.0,Adventure,"Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Anime,Detective,Visual Novel,Mystery,Story Rich,Great Soundtrack,Singleplayer,Psychological Horror,Adventure,Dark Comedy,Horror,Atmospheric,Puzzle,Memes,Dark,Comedy,Dating Sim,Funny,Mature,Walking Simulator","Nov 22, 2018","18 Apr, 2016",5163.0,182.0
41,1.7,False,7000.0,"Action,Adventure,Indie","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Puzzle,Exploration,First-Person,Metroidvania,Puzzle-Platformer,Indie,Action,Singleplayer,Open World,Cute,Sandbox,Colorful,FPS,3D Platformer,Funny,Multiplayer,Co-op","Jun 27, 2019","5 Apr, 2019",2268.0,82.0
42,11.516666666666667,False,9000.0,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Medieval,RPG,Open World,Realistic,Singleplayer,Historical,First-Person,Story Rich,Adventure,Swordplay,Choose Your Own Adventure,Choices Matter,Action,Atmospheric,Nudity,Horses,Great Soundtrack,Kickstarter,Indie,Crowdfunded","Mar 29, 2018","13 Feb, 2018",24505.0,7766.0
43,6.5,False,4900.0,"Sexual Content,Violent,Adventure,Indie,Strategy","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Strategy,Management,Story Rich,Crime,Choices Matter,Singleplayer,Indie,Simulation,Noir,Atmospheric,Adventure,Detective,Mature,Great Soundtrack,Political,Sexual Content,Violent,Visual Novel,Kickstarter,Nudity","Nov 28, 2016","2 Aug, 2016",4760.0,925.0
44,0.8833333333333333,False,5000.0,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Horror,Third Person,Adventure,Story Rich,Thriller,Atmospheric,Singleplayer,Psychological Horror,Great Soundtrack,Mystery,Episodic,Dark,Third-Person Shooter,Supernatural,Masterpiece,Cinematic,Narration,Survival Horror,Shooter","Oct 28, 2018","16 Feb, 2012",16607.0,1662.0
45,0.4666666666666667,False,3500.0,"Adventure,Indie","Single-player,Steam Achievements","Adventure,Indie,World War II,Historical,Story Rich,Education,Atmospheric,Realistic,Dark,Drama,Multiple Endings,Hidden Object","Mar 21, 2018","31 Oct, 2017",74.0,6.0
46,0.0,False,24800.0,"Action,Adventure","Single-player,Co-op,In-App Purchases,Partial Controller Support","Illuminati,Hacking,Open World,Action,Parkour,Stealth,Multiplayer,Third Person,Shooter,Crime,Singleplayer,Third-Person Shooter,Adventure,Co-op,Sexual Content,Comedy,Mature,Atmospheric,Cute,Gore","Mar 24, 2019","28 Nov, 2016",22742.0,5941.0
47,0.0,False,11000.0,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Detective,Adventure,Horror,Mystery,Supernatural,Atmospheric,Action,Singleplayer,Crime,Story Rich,Third Person,Noir,Masterpiece,Puzzle,Open World,RPG,Stealth,Walking Simulator,Dark,Point & Click","Oct 28, 2017","3 Jun, 2014",5396.0,954.0
48,0.0,False,3400.0,"Action,Adventure",Single-player,"Adventure,Action,Female Protagonist,Third Person,Lara Croft,Puzzle,Singleplayer,Platformer,Action-Adventure,Shooter,Exploration,Third-Person Shooter,Parkour,Atmospheric,Underwater,3D Vision,Masterpiece,Classic,3D Platformer,Open World","Feb 16, 2018","21 Nov, 2008",1685.0,566.0
49,0.4,True,0.0,"Casual,Free to Play,Massively Multiplayer,Simulation","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,VR Support,Partial Controller Support","Free to Play,VR,Casual,Simulation,Massively Multiplayer,Multiplayer,Choose Your Own Adventure,Online Co-Op,Experimental,Comedy,Card Game,Sports,Board Game","Nov 16, 2017","31 Mar, 2016",14.0,4.0
50,0.31666666666666665,False,2100.0,"Action,Early Access","Single-player,Partial Controller Support","Early Access,FPS,Shooter,Singleplayer,eSports,Early Access,Action,Fast-Paced,Score Attack,Competitive,Difficult,Simulation,First-Person,Casual,Multiplayer","Sep 21, 2017","5 Sep, 2016",2848.0,498.0
51,0.0,False,11200.0,"Adventure,Indie,RPG,Strategy","Single-player,Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Captions available,Steam Workshop,Steam Cloud,Includes level editor","RPG,Turn-Based,Co-op,Fantasy,Adventure,Masterpiece,Strategy,Open World,Isometric,CRPG,Story Rich,Kickstarter,Indie,Multiplayer,Singleplayer,Turn-Based Strategy,Magic,Online Co-Op,Crowdfunded,Atmospheric","Jun 28, 2017","30 Jun, 2014",7052.0,718.0
52,0.0,False,6800.0,"Action,Indie","Single-player,Multi-player,Online Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Workshop,In-App Purchases,Steam Cloud,Valve Anti-Cheat enabled,Stats,Steam Leaderboards,Includes level editor","Action,Multiplayer,Underwater,Gore,Team-Based,Horror,Survival,PvP,Co-op,FPS,Shooter,Hunting,Survival Horror,First-Person,Atmospheric,Exploration,Simulation,Adventure,Indie,Singleplayer","Apr 16, 2018","3 Nov, 2014",16482.0,2102.0
53,1.9833333333333332,False,6000.0,"Adventure,Casual,Indie","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Puzzle,Indie,Hand-drawn,Adventure,Casual,Atmospheric,Singleplayer,Stylized,Short,2D,Story Rich,Mystery,Exploration,Interactive Fiction,Cartoony,Great Soundtrack,Point & Click","Dec 14, 2017","14 Dec, 2017",4850.0,139.0
54,14.55,False,16000.0,"Action,Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Adventure,Action,Lara Croft,Female Protagonist,Third Person,Singleplayer,Exploration,Action-Adventure,Open World,Survival,Story Rich,Puzzle,Atmospheric,Stealth,Third-Person Shooter,Parkour,Shooter,RPG,Great Soundtrack,Quick-Time Events","Sep 29, 2017","9 Feb, 2016",39351.0,3113.0
55,0.2,False,10000.0,"Action,RPG,Simulation","Single-player,Steam Achievements,Steam Trading Cards,Steam Workshop,Partial Controller Support,Steam Cloud","Space,Simulation,RPG,Open World,Sci-fi,Space Sim,Singleplayer,Action,Sandbox,Adventure,Moddable,Strategy,Early Access,Survival,Difficult,Relaxing,Indie,4X,Exploration,Co-op","Oct 5, 2017","26 Sep, 2014",1949.0,834.0
56,3.9333333333333327,False,6900.0,"Adventure,RPG",Single-player,"Adventure,Female Protagonist,Story Rich,Fantasy,Sci-fi,Singleplayer,Third Person,RPG,Beautiful,Futuristic,Great Soundtrack,Atmospheric,Masterpiece,Nudity,Cyberpunk","Oct 28, 2017","12 Jan, 2007",543.0,92.0
57,0.0,False,4800.0,"Action,Adventure,RPG,Simulation,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Stats,Steam Leaderboards","Space,Masterpiece,RPG,Strategy,Adventure,Classic,Open World,Sci-fi,Simulation,Turn-Based,Atmospheric,Action,Comedy,Sandbox,Replay Value,Singleplayer,RTS,Arcade,2D,Procedural Generation","Apr 8, 2018","17 Oct, 2013",2805.0,169.0
58,3.283333333333333,False,19200.0,"Action,Adventure,RPG","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","RPG,Open World,Character Customization,Fantasy,Action,Adventure,Singleplayer,Action RPG,Dragons,Dark Fantasy,Third Person,Magic,Exploration,Great Soundtrack,Atmospheric,Story Rich,Difficult,JRPG,Multiplayer,Hack and Slash","Nov 22, 2018","15 Jan, 2016",10311.0,1386.0
59,0.0,False,9900.0,Strategy,Single-player,"Strategy,RTS,Base Building,Multiplayer,Co-op,Alternate History,Sci-fi,Real-Time,Co-op Campaign,Singleplayer,War,Online Co-Op,Action,Comedy,Classic,Great Soundtrack,Masterpiece,FMV,Atmospheric,Nudity","Feb 10, 2019","8 Jan, 2009",4204.0,820.0
60,0.36666666666666664,True,0.0,"Action,Adventure,Casual,Free to Play,Massively Multiplayer,Sports,Early Access","Multi-player,Online Multi-Player,MMO,Co-op,Online Co-op,Cross-Platform Multiplayer,Full controller support,SteamVR Collectibles,Includes level editor","Early Access,VR,Free to Play,Multiplayer,Sports,Early Access,Online Co-Op,Massively Multiplayer,Co-op,Funny,Casual,Action,Adventure,First-Person,Simulation,FPS,Shooter,Family Friendly,Sexual Content,Singleplayer","Nov 19, 2017","28 Jun, 2016",116.0,1.0
61,0.8666666666666667,False,1100.0,"Action,Indie,RPG,Strategy","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Indie,Action,Strategy,RPG,Card Game,Lovecraftian,Trading Card Game,Short,Real-Time,Rogue-lite,Rogue-like","Mar 13, 2018","11 Oct, 2016",53.0,33.0
62,0.0,False,11200.0,Action,"Single-player,Steam Achievements,Full controller support,Steam Cloud","Horror,Survival Horror,Sci-fi,Atmospheric,Aliens,Stealth,First-Person,Space,Survival,Female Protagonist,Singleplayer,Action,Difficult,Adventure,Great Soundtrack,FPS,Psychological Horror,Masterpiece,Gore,Shooter","Dec 21, 2017","6 Oct, 2014",16682.0,1430.0
63,0.0,True,0.0,"Action,Free to Play,Indie","Multi-player,Co-op,Cross-Platform Multiplayer,Steam Achievements,Captions available,VR Support,Partial Controller Support,Valve Anti-Cheat enabled,Includes level editor,Includes Source SDK","Free to Play,Zombies,Multiplayer,Survival,Horror,Co-op,Online Co-Op,Action,FPS,First-Person,Survival Horror,Shooter,Post-apocalyptic,Open World,Realistic,Indie,Atmospheric,Mod,Adventure,Massively Multiplayer","Aug 3, 2015","31 Oct, 2013",696.0,129.0
64,0.0,False,3600.0,"Action,Adventure","Single-player,Multi-player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards","Action,Adventure,Co-op,Lara Croft,Local Co-Op,Puzzle,Female Protagonist,Platformer,Online Co-Op,Puzzle-Platformer,Singleplayer,Multiplayer,Third Person,Twin Stick Shooter,Isometric,Local Multiplayer,Exploration,Arcade,Controller,Difficult","Feb 16, 2018","28 Sep, 2010",1895.0,161.0
65,0.0,True,0.0,"Casual,Free to Play,Strategy,Early Access","Single-player,Multi-player,Online Multi-Player,Cross-Platform Multiplayer,Partial Controller Support,Steam Cloud,Remote Play on Phone,Remote Play on Tablet","Early Access,Free to Play,Multiplayer,Strategy,Early Access,Tactical,Turn-Based Tactics,Turn-Based,Chess,Casual,Mature,Competitive,Fantasy,Singleplayer,Automation,Board Game,Action,Battle Royale","Jun 20, 2019","20 Jun, 2019",0.0,0.0
66,0.0,False,5000.0,"Action,Indie","Single-player,Co-op,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie,Surreal,Beat 'em up,Fighting,First-Person,Adventure,Co-op,Open World,Singleplayer,FPS,Atmospheric,Online Co-Op,Sci-fi,Fantasy","Oct 28, 2017","30 Apr, 2013",388.0,93.0
67,0.5666666666666667,True,0.0,"Adventure,Indie,Simulation","Single-player,Co-op,Local Co-op,VR Support","VR,Adventure,Simulation,Indie,Free to Play,Magic,Horror,Singleplayer","Nov 19, 2017","31 May, 2016",31.0,0.0
68,1.6333333333333333,False,5800.0,"Indie,Simulation",Single-player,"Base Building,Survival,Resource Management,Building,Singleplayer,2D,Management,Simulation,Sandbox,Strategy,Space,Early Access,Indie,Sci-fi,Exploration,Open World,Difficult,Adventure,Space Sim,Multiplayer","Sep 16, 2018","30 Jul, 2019",20873.0,1450.0
69,1.1,False,4800.0,"Action,Adventure,Indie","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Western,Pixel Graphics,Open World,Indie,Adventure,Action,Detective,Local Co-Op,Retro,Great Soundtrack,Singleplayer,2D,RPG","Jun 28, 2017","16 Apr, 2015",927.0,82.0
70,0.0,False,2600.0,"Adventure,Indie","Single-player,Partial Controller Support","Exploration,Walking Simulator,Horror,Adventure,Atmospheric,Indie,VR,First-Person,Singleplayer,Short","Jun 21, 2018","26 Apr, 2017",827.0,99.0
